,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
thwackey ,acrobatics,,,bodyslam,branchpoke,bulletseed,doublehit,drainpunch,endeavor,endure,energyball,facade,falseswipe,fling,,gigadrain,grassknot,grasspledge,,grassyterrain,growl,knockoff,leafstorm,lowkick,magicalleaf,,,protect,razorleaf,rest,,scaryface,scratch,screech,seedbomb,slam,sleeptalk,,solarbeam,,substitute,sunnyday,swift,swordsdance,takedown,taunt,terablast,thief,trailblaze,uproar,uturn,woodhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rillaboom ,acrobatics,,,bodypress,bodyslam,boomburst,branchpoke,brickbreak,,bulkup,bulldoze,bulletseed,,doublehit,drainpunch,drumbeating,earthpower,earthquake,endeavor,endure,energyball,facade,falseswipe,fling,focusblast,,frenzyplant,gigadrain,gigaimpact,grassknot,grasspledge,,grassyterrain,growl,,hyperbeam,hypervoice,knockoff,leafstorm,lowkick,lowsweep,magicalleaf,,,mudshot,nobleroar,protect,razorleaf,rest,,scaryface,scratch,screech,seedbomb,slam,sleeptalk,snarl,,solarbeam,,stompingtantrum,substitute,sunnyday,,swift,swordsdance,takedown,taunt,terablast,thief,trailblaze,uproar,uturn,woodhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scorbunny ,acrobatics,agility,,,,batonpass,,bounce,counter,doubleedge,doublekick,electroball,ember,endure,facade,fireblast,firefang,firepledge,firespin,flamecharge,flamethrower,flareblitz,,growl,gunkshot,headbutt,heatwave,helpinghand,highjumpkick,lowkick,lowsweep,,,overheat,protect,quickattack,rest,reversal,,sandattack,sleeptalk,,substitute,suckerpunch,sunnyday,superfang,swift,tackle,takedown,taunt,terablast,trailblaze,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raboot ,acrobatics,agility,,,,batonpass,,bounce,bulkup,counter,doubleedge,doublekick,electroball,ember,endure,facade,fireblast,firefang,firepledge,firespin,flamecharge,flamethrower,flareblitz,,growl,gunkshot,headbutt,heatwave,helpinghand,lowkick,lowsweep,,mudshot,overheat,protect,quickattack,rest,reversal,,sleeptalk,,substitute,sunnyday,swift,swordsdance,tackle,takedown,taunt,terablast,trailblaze,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cinderace ,acrobatics,agility,,,,batonpass,blastburn,,bounce,bulkup,,counter,courtchange,doubleedge,doublekick,electroball,ember,endure,facade,feint,fireblast,firefang,firepledge,firepunch,firespin,flamecharge,flamethrower,flareblitz,fling,focusblast,,gigaimpact,growl,gunkshot,headbutt,heatwave,helpinghand,hyperbeam,ironhead,lowkick,lowsweep,,mudshot,mudslap,overheat,protect,pyroball,quickattack,rest,,reversal,,,shadowball,sleeptalk,snarl,,substitute,sunnyday,swift,swordsdance,tackle,takedown,taunt,terablast,trailblaze,uturn,willowisp,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobble ,aquajet,aquaring,,,bind,,chillingwater,,doubleteam,endure,facade,fellstinger,growl,haze,hydropump,iceshard,lightscreen,liquidation,mist,,mudshot,pound,protect,raindance,reflect,rest,,,sleeptalk,,soak,substitute,suckerpunch,surf,swift,takedown,tearfullook,terablast,uturn,waterfall,watergun,waterpledge,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drizzile ,,batonpass,bind,,chillingwater,,endure,facade,fling,growl,hydropump,lightscreen,liquidation,,mudshot,pound,protect,raindance,reflect,rest,,,sleeptalk,,soak,substitute,suckerpunch,surf,swift,takedown,tearfullook,terablast,uturn,waterfall,watergun,waterpledge,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inteleon ,acrobatics,agility,aircutter,airslash,,batonpass,bind,blizzard,,,chillingwater,darkpulse,,endure,facade,fling,,gigaimpact,growl,hydrocannon,hydropump,hyperbeam,icebeam,,icywind,lightscreen,liquidation,metronome,,mudshot,pound,protect,raindance,reflect,rest,,,,,shadowball,sleeptalk,snipeshot,,snowscape,soak,substitute,suckerpunch,surf,swift,swordsdance,takedown,taunt,tearfullook,terablast,uturn,waterfall,watergun,waterpledge,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skwovet ,amnesia,,,belch,bellydrum,bite,bodyslam,,bulletseed,counter,crunch,defensecurl,dig,endure,facade,fling,,hypervoice,,lastresort,mudshot,mudslap,,protect,rest,rollout,,seedbomb,sleeptalk,,spitup,stockpile,stuffcheeks,substitute,superfang,swallow,tackle,,tailwhip,takedown,terablast,thief,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greedent ,amnesia,,,belch,bite,bodypress,bodyslam,,bulldoze,bulletseed,counter,covet,crunch,dig,earthquake,endure,facade,firefang,fling,gigaimpact,,hyperbeam,hypervoice,icefang,,mudshot,mudslap,,protect,psychicfangs,raindance,rest,,seedbomb,sleeptalk,,spitup,stockpile,stompingtantrum,stuffcheeks,substitute,sunnyday,superfang,,swallow,swordsdance,tackle,,tailwhip,takedown,terablast,thief,thunderfang,,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rookidee ,aerialace,agility,aircutter,airslash,,,bravebird,defog,drillpeck,,endure,facade,faketears,fly,,furyattack,honeclaws,leer,nastyplot,,peck,pluck,powertrip,protect,rest,,,reversal,rocksmash,roost,,sandattack,scaryface,skyattack,sleeptalk,,spite,substitute,swagger,swift,tailwind,takedown,taunt,terablast,thief,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corvisquire ,aerialace,agility,aircutter,airslash,,,bravebird,drillpeck,,endure,facade,faketears,fly,,furyattack,honeclaws,hurricane,leer,nastyplot,,peck,pluck,powertrip,protect,rest,,,reversal,,scaryface,sleeptalk,,substitute,sunnyday,swagger,swift,tailwind,takedown,taunt,terablast,thief,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corviknight ,aerialace,agility,aircutter,airslash,,,bodypress,bodyslam,bravebird,bulkup,drillpeck,,endure,facade,faketears,flashcannon,fly,,furyattack,gigaimpact,heavyslam,honeclaws,hurricane,hyperbeam,irondefense,ironhead,leer,lightscreen,metalclaw,metalsound,nastyplot,,peck,pluck,powertrip,protect,raindance,reflect,rest,,,reversal,,scaryface,screech,sleeptalk,,steelbeam,steelwing,substitute,sunnyday,swagger,swift,tailwind,takedown,taunt,terablast,thief,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewtle ,,,bite,bodyslam,chillingwater,counter,crunch,,dragontail,endure,facade,falseswipe,gastroacid,headbutt,hydropump,icefang,jawlock,liquidation,mudshot,,poisonjab,protect,raindance,rest,,,,scaryface,shellsmash,,,sleeptalk,,stompingtantrum,substitute,surf,tackle,takedown,terablast,waterfall,watergun,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drednaw ,,,bite,blizzard,bodypress,bodyslam,bulldoze,chillingwater,counter,crunch,dig,,earthpower,earthquake,endure,facade,falseswipe,gigaimpact,headbutt,headsmash,,hydropump,hyperbeam,icebeam,icefang,icespinner,irondefense,,jawlock,liquidation,,,,mudshot,,poisonjab,protect,raindance,razorshell,rest,,rockblast,rockpolish,rockslide,rocktomb,,sandstorm,,,,scaryface,,sleeptalk,smartstrike,,stealthrock,stompingtantrum,stoneedge,substitute,,surf,swordsdance,tackle,takedown,terablast,,waterfall,watergun,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolycoly ,ancientpower,,block,bodyslam,bulldoze,dig,endure,explosion,facade,,heatcrash,incinerate,irondefense,ironhead,,mudslap,powergem,protect,rapidspin,reflect,rest,rockblast,rockpolish,rockslide,rocktomb,,sandstorm,,,sleeptalk,smackdown,smokescreen,,spikes,stealthrock,stoneedge,substitute,tackle,takedown,terablast,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carkol ,ancientpower,,bodypress,bodyslam,bulldoze,,dig,endure,facade,fireblast,firespin,flamecharge,flamethrower,flareblitz,,heatcrash,heatwave,heavyslam,,incinerate,irondefense,ironhead,,mudslap,overheat,powergem,protect,rapidspin,reflect,rest,rockblast,rockpolish,rockslide,rocktomb,,sandstorm,,,,,sleeptalk,smackdown,smokescreen,,spikes,stealthrock,stoneedge,substitute,sunnyday,tackle,takedown,terablast,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coalossal ,ancientpower,,bodypress,bodyslam,bulldoze,,dig,earthpower,earthquake,endure,facade,fireblast,firepunch,firespin,flamecharge,flamethrower,flareblitz,gigaimpact,,heatcrash,heatwave,heavyslam,,hyperbeam,incinerate,irondefense,ironhead,,,,overheat,powergem,protect,rapidspin,reflect,rest,rockblast,rockpolish,rockslide,rocktomb,,sandstorm,,,,,sleeptalk,smackdown,smokescreen,,solarbeam,spikes,stealthrock,stoneedge,substitute,sunnyday,tackle,takedown,tarshot,terablast,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
applin ,astonish,,defensecurl,,,pounce,recycle,rollout,suckerpunch,terablast,withdraw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flapple ,acidspray,acrobatics,aerialace,airslash,astonish,,bulletseed,dracometeor,dragonbreath,dragondance,dragonpulse,dragonrush,,endure,energyball,facade,fly,,gigadrain,gigaimpact,grassknot,,grassyterrain,gravapple,growth,heavyslam,hyperbeam,irondefense,leafstorm,leechseed,magicalleaf,outrage,pounce,protect,recycle,rest,,scaryface,seedbomb,sleeptalk,,solarbeam,substitute,sunnyday,takedown,terablast,trailblaze,twister,uturn,wingattack,withdraw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appletun ,amnesia,appleacid,astonish,,bodypress,bodyslam,bulldoze,bulletseed,curse,dracometeor,dragonpulse,dragontail,earthquake,endure,energyball,facade,gigadrain,gigaimpact,grassknot,,grassyterrain,growth,,headbutt,heavyslam,helpinghand,,hyperbeam,irondefense,ironhead,leafstorm,leechseed,lightscreen,magicalleaf,outrage,,pounce,protect,raindance,recover,recycle,reflect,rest,,,seedbomb,sleeptalk,,solarbeam,stomp,stompingtantrum,substitute,sunnyday,,sweetscent,takedown,terablast,trailblaze,withdraw,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicobra ,,belch,bodyslam,brutalswing,bulldoze,coil,dig,dragonrush,drillrun,earthpower,earthquake,endure,facade,glare,headbutt,lastresort,minimize,mudshot,mudslap,poisontail,protect,rest,rockblast,rockslide,rocktomb,,sandattack,sandstorm,sandtomb,,scaryface,,,,slam,sleeptalk,,stealthrock,stoneedge,substitute,takedown,terablast,wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandaconda ,,bodypress,bodyslam,brutalswing,bulldoze,coil,dig,drillrun,earthpower,earthquake,endure,facade,firefang,gigaimpact,glare,headbutt,,hurricane,hyperbeam,irondefense,ironhead,minimize,mudshot,mudslap,outrage,poisontail,protect,rest,rockblast,rockslide,rocktomb,,sandattack,sandstorm,sandtomb,,scaryface,,,,,slam,sleeptalk,,stealthrock,stoneedge,substitute,takedown,terablast,thunderfang,wrap,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrokuda ,acupressure,agility,aquajet,,,bite,,brickbreak,chillingwater,closecombat,crunch,dive,doubleedge,drillrun,endure,facade,focusenergy,furyattack,hydropump,icefang,,liquidation,nightslash,peck,,protect,psychicfangs,raindance,rest,,,,slash,sleeptalk,,substitute,surf,swift,takedown,terablast,thrash,,waterfall,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barraskewda ,agility,aquajet,,,bite,blizzard,,brickbreak,chillingwater,closecombat,crunch,dive,doubleedge,drillrun,endure,facade,,focusenergy,furyattack,gigaimpact,hydropump,hyperbeam,icebeam,icefang,,liquidation,peck,poisonjab,protect,psychicfangs,raindance,rest,,,,scaryface,sleeptalk,,substitute,surf,swift,takedown,terablast,throatchop,waterfall,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
